No.,Country,Customer Name,Delivery Year ,Engine,Model Series,Order Month,Order Year,Region,Delivery Total,Order Total,Unfilled Orders
5291,Unidentified,Unidentified Customer(s),,GE,787-9,Apr,2016,Unidentified,0,5,5
5292,Unidentified,Unidentified Customer(s),2003,GE,747-400,Apr,2002,Unidentified,1,1,
5293,Unidentified,Unidentified Customer(s),2003,GE,767-200ER,Apr,2002,Unidentified,1,1,
5294,Unidentified,Unidentified Customer(s),2017,GE,777-300ER,Apr,2015,Unidentified,5,5,
5295,Unidentified,Unidentified Customer(s),2022,CF,737 MAX,Apr,2021,Unidentified,3,3,
5296,Unidentified,Unidentified Customer(s),,CF,737 MAX,May,2013,Unidentified,0,29,14
5297,Unidentified,Unidentified Customer(s),,CF,737 MAX,May,2014,Unidentified,0,29,29
5298,Unidentified,Unidentified Customer(s),,CF,737 MAX,May,2016,Unidentified,0,4,
5299,Unidentified,Unidentified Customer(s),,CF,737 MAX,May,2018,Unidentified,0,16,15
5300,Unidentified,Unidentified Customer(s),,CF,737-800,May,2014,Unidentified,0,3,
5301,Unidentified,Unidentified Customer(s),,GE,767-300F,May,2020,Unidentified,0,5,5
5302,Unidentified,Unidentified Customer(s),,GE,777F,May,2021,Unidentified,0,1,1
5303,Unidentified,Unidentified Customer(s),2014,CF,737-800,May,2013,Unidentified,3,3,
5304,Unidentified,Unidentified Customer(s),2015,CF,737-800,May,2013,Unidentified,9,9,
5305,Unidentified,Unidentified Customer(s),2016,CF,737-800,May,2013,Unidentified,2,2,
5306,Unidentified,Unidentified Customer(s),2022,CF,737 MAX,May,2013,Unidentified,1,1,
5307,Unidentified,Unidentified Customer(s),,CF,737 MAX,Jun,2013,Unidentified,0,20,20
5308,Unidentified,Unidentified Customer(s),,CF,737 MAX,Jun,2014,Unidentified,0,46,35
5309,Unidentified,Unidentified Customer(s),,CF,737 MAX,Jun,2017,Unidentified,0,22,22
5310,Unidentified,Unidentified Customer(s),,CF,737-800,Jun,2014,Unidentified,0,6,
5311,Unidentified,Unidentified Customer(s),,CF,737-800,Jun,2015,Unidentified,0,8,
5312,Unidentified,Unidentified Customer(s),,GE,777X,Jun,2015,Unidentified,0,10,10
5313,Unidentified,Unidentified Customer(s),2016,CF,737-800,Jun,2014,Unidentified,1,1,
5314,Unidentified,Unidentified Customer(s),,CF,737 MAX,Jul,2013,Unidentified,0,2,
5315,Unidentified,Unidentified Customer(s),,CF,737 MAX,Jul,2014,Unidentified,0,43,43
5316,Unidentified,Unidentified Customer(s),,CF,737 MAX,Jul,2016,Unidentified,0,12,10
5317,Unidentified,Unidentified Customer(s),,CF,737 MAX,Jul,2021,Unidentified,0,1,1
5318,Unidentified,Unidentified Customer(s),,CF,737-800,Jul,2012,Unidentified,0,1,
5319,Unidentified,Unidentified Customer(s),,CF,737-800,Jul,2015,Unidentified,0,2,2
5320,Unidentified,Unidentified Customer(s),,GE,777F,Jul,2021,Unidentified,0,5,5
5321,Unidentified,Unidentified Customer(s),,GE,787-8,Jul,2019,Unidentified,0,1,1
5322,Unidentified,Unidentified Customer(s),,GE,787-9,Jul,2014,Unidentified,0,2,
5323,Unidentified,Unidentified Customer(s),,GE,787-9,Jul,2021,Unidentified,0,4,4
5324,Unidentified,Unidentified Customer(s),,NS,787-8,Jul,2006,Unidentified,0,2,
5325,Unidentified,Unidentified Customer(s),2017,GE,747-8F,Jul,2017,Unidentified,2,2,
5326,Unidentified,Unidentified Customer(s),,CF,737 MAX,Aug,2014,Unidentified,0,10,7
5327,Unidentified,Unidentified Customer(s),,CF,737 MAX,Aug,2015,Unidentified,0,2,2
5328,Unidentified,Unidentified Customer(s),,CF,737 MAX,Aug,2018,Unidentified,0,40,29
5329,Unidentified,Unidentified Customer(s),,CF,737 MAX,Aug,2021,Unidentified,0,2,2
5330,Unidentified,Unidentified Customer(s),,CF,737-800,Aug,2009,Unidentified,0,1,
5331,Unidentified,Unidentified Customer(s),,GE,777F,Aug,2021,Unidentified,0,10,10
5332,Unidentified,Unidentified Customer(s),,GE,787-9,Aug,2018,Unidentified,0,2,2
5333,Unidentified,Unidentified Customer(s),,GE,787-9,Aug,2021,Unidentified,0,7,7
5334,Unidentified,Unidentified Customer(s),2016,GE,777-300ER,Aug,2014,Unidentified,10,10,
5335,Unidentified,Unidentified Customer(s),,CF,737 MAX,Sep,2016,Unidentified,0,15,15
5336,Unidentified,Unidentified Customer(s),,CF,737 MAX,Sep,2017,Unidentified,0,8,8
5337,Unidentified,Unidentified Customer(s),,CF,737 MAX,Sep,2018,Unidentified,0,21,17
5338,Unidentified,Unidentified Customer(s),,CF,737 MAX,Sep,2021,Unidentified,0,10,10
5339,Unidentified,Unidentified Customer(s),,GE,767-400ER,Sep,2004,Unidentified,0,1,
5340,Unidentified,Unidentified Customer(s),,GE,777F,Sep,2008,Unidentified,0,1,
5341,Unidentified,Unidentified Customer(s),,GE,777F,Sep,2021,Unidentified,0,5,5
5342,Unidentified,Unidentified Customer(s),,GE,787-9,Sep,2014,Unidentified,0,16,
5343,Unidentified,Unidentified Customer(s),,GE,787-9,Sep,2018,Unidentified,0,1,1
5344,Unidentified,Unidentified Customer(s),,PW,767-300ER,Sep,2001,Unidentified,0,1,
5345,Unidentified,Unidentified Customer(s),2002,PW,767-300ER,Sep,2001,Unidentified,2,2,
5346,Unidentified,Unidentified Customer(s),2003,PW,767-300ER,Sep,2001,Unidentified,1,1,
5347,Unidentified,Unidentified Customer(s),,CF,737 MAX,Oct,2015,Unidentified,0,2,2
5348,Unidentified,Unidentified Customer(s),,CF,737 MAX,Oct,2016,Unidentified,0,8,8
5349,Unidentified,Unidentified Customer(s),,CF,737 MAX,Oct,2017,Unidentified,0,46,26
5350,Unidentified,Unidentified Customer(s),,CF,737 MAX,Oct,2019,Unidentified,0,1,1
5351,Unidentified,Unidentified Customer(s),,CF,737 MAX,Oct,2021,Unidentified,0,8,8
5352,Unidentified,Unidentified Customer(s),,GE,777-300ER,Oct,2017,Unidentified,0,1,1
5353,Unidentified,Unidentified Customer(s),,GE,787-9,Oct,2016,Unidentified,0,3,3
5354,Unidentified,Unidentified Customer(s),,NS,787-9,Oct,2016,Unidentified,0,5,5
5355,Unidentified,Unidentified Customer(s),,CF,737 MAX,Nov,2014,Unidentified,0,31,31
5356,Unidentified,Unidentified Customer(s),,CF,737 MAX,Nov,2016,Unidentified,0,2,2
5357,Unidentified,Unidentified Customer(s),,CF,737 MAX,Nov,2018,Unidentified,0,3,
5358,Unidentified,Unidentified Customer(s),,CF,737 MAX,Nov,2019,Unidentified,0,20,20
5359,Unidentified,Unidentified Customer(s),,CF,737 MAX,Nov,2021,Unidentified,0,7,7
5360,Unidentified,Unidentified Customer(s),,GE,787-9,Nov,2017,Unidentified,0,4,4
5361,Unidentified,Unidentified Customer(s),,GE,787-9,Nov,2019,Unidentified,0,1,1
5362,Unidentified,Unidentified Customer(s),2013,GE,747-8F,Nov,2012,Unidentified,2,2,
5363,Unidentified,Unidentified Customer(s),,CF,737 MAX,Dec,2012,Unidentified,0,35,
5364,Unidentified,Unidentified Customer(s),,CF,737 MAX,Dec,2013,Unidentified,0,14,14
5365,Unidentified,Unidentified Customer(s),,CF,737 MAX,Dec,2014,Unidentified,0,80,80
5366,Unidentified,Unidentified Customer(s),,CF,737 MAX,Dec,2015,Unidentified,0,19,19
5367,Unidentified,Unidentified Customer(s),,CF,737 MAX,Dec,2016,Unidentified,0,18,3
5368,Unidentified,Unidentified Customer(s),,CF,737 MAX,Dec,2017,Unidentified,0,35,34
5369,Unidentified,Unidentified Customer(s),,CF,737 MAX,Dec,2018,Unidentified,0,9,9
5370,Unidentified,Unidentified Customer(s),,CF,737 MAX,Dec,2021,Unidentified,0,7,7
5371,Unidentified,Unidentified Customer(s),,CF,737-700,Dec,1999,Unidentified,0,10,
5372,Unidentified,Unidentified Customer(s),,CF,737-800,Dec,2007,Unidentified,0,13,
5373,Unidentified,Unidentified Customer(s),,CF,737-800,Dec,2013,Unidentified,0,2,
5374,Unidentified,Unidentified Customer(s),,GE,777F,Dec,2014,Unidentified,0,4,
5375,Unidentified,Unidentified Customer(s),,GE,787-8,Dec,2017,Unidentified,0,5,4
5376,Unidentified,Unidentified Customer(s),,GE,787-8,Dec,2019,Unidentified,0,1,1
5377,Unidentified,Unidentified Customer(s),,GE,787-9,Dec,2019,Unidentified,0,1,
5378,Unidentified,Unidentified Customer(s),,GE,787-10,Dec,2008,Unidentified,0,3,3
5379,Unidentified,Unidentified Customer(s),,NS,767-300ER,Dec,1999,Unidentified,0,4,
5380,Unidentified,Unidentified Customer(s),,NS,787-8,Dec,2010,Unidentified,0,1,
5381,Unidentified,Unidentified Customer(s),,PW,777-300,Dec,1999,Unidentified,0,2,
5382,Unidentified,Unidentified Customer(s),2016,GE,777F,Dec,2014,Unidentified,2,2,
5383,Unidentified,Unidentified Customer(s),2017,GE,787-9,Dec,2008,Unidentified,3,3,
5384,Unidentified,Unidentified Customer(s),2018,GE,787-9,Dec,2008,Unidentified,2,2,
5385,United Arab Emirates,Dubai Aerospace Enterprise,,CF,737 MAX,Apr,2021,Middle East,0,5,5
5386,United Arab Emirates,Dubai Aerospace Enterprise,2021,CF,737 MAX,Apr,2021,Middle East,4,4,
5387,United Arab Emirates,Dubai Aerospace Enterprise,2022,CF,737 MAX,Apr,2021,Middle East,5,5,
5388,United Arab Emirates,Dubai Aerospace Enterprise,,GE,747-8F,Sep,2006,Middle East,0,10,
5389,United Arab Emirates,Dubai Aerospace Enterprise,2013,GE,777F,Oct,2011,Middle East,2,2,
5390,United Arab Emirates,Dubai Aerospace Enterprise,2014,GE,777F,Oct,2011,Middle East,2,2,
5391,United Arab Emirates,Dubai Aerospace Enterprise,2015,GE,777F,Oct,2011,Middle East,1,1,
5392,United Arab Emirates,Dubai Aerospace Enterprise,2009,GE,777F,Nov,2005,Middle East,2,2,
5393,United Arab Emirates,Dubai Aerospace Enterprise,2011,GE,777F,Nov,2005,Middle East,1,1,
5394,United Arab Emirates,Dubai Aerospace Enterprise,2012,GE,777F,Nov,2005,Middle East,4,4,
5395,United Arab Emirates,Dubai Aerospace Enterprise,2013,GE,777F,Nov,2005,Middle East,1,1,
5396,United Arab Emirates,Dubai Aerospace Enterprise,,CF,737-700,Dec,2007,Middle East,0,66,
5397,United Arab Emirates,Dubai Aerospace Enterprise,,CF,737-800,Dec,2007,Middle East,0,1,
5398,United Arab Emirates,Dubai Aerospace Enterprise,,GE,747-8F,Dec,2007,Middle East,0,5,
5399,United Arab Emirates,Dubai Aerospace Enterprise,,GE,777-300ER,Dec,2007,Middle East,0,10,
5400,United Arab Emirates,Dubai Aerospace Enterprise,,NS,787-8,Dec,2007,Middle East,0,15,
5401,United Arab Emirates,Dubai Aerospace Enterprise,2010,CF,737-800,Dec,2007,Middle East,3,3,
5402,United Arab Emirates,Dubai Air Wing,1982,PW,727,Jul,1982,Middle East,1,1,
5403,United Arab Emirates,Emirates,2011,GE,777-300ER,Apr,2010,Middle East,3,3,
5404,United Arab Emirates,Emirates,2012,GE,777-300ER,Apr,2010,Middle East,12,12,
5405,United Arab Emirates,Emirates,2013,GE,777-300ER,Apr,2010,Middle East,3,3,
5406,United Arab Emirates,Emirates,,GE,777F,May,2021,Middle East,0,2,2
5407,United Arab Emirates,Emirates,1996,RR,777-200,Jun,1992,Middle East,3,3,
5408,United Arab Emirates,Emirates,1997,RR,777-200ER,Jun,1992,Middle East,4,4,
5409,United Arab Emirates,Emirates,,GE,777X,Jul,2014,Middle East,0,150,115
5410,United Arab Emirates,Emirates,2006,GE,777-300ER,Jul,2004,Middle East,4,4,
5411,United Arab Emirates,Emirates,2009,GE,777-300ER,Jul,2007,Middle East,3,3,
5412,United Arab Emirates,Emirates,2010,GE,777-300ER,Jul,2007,Middle East,2,2,
5413,United Arab Emirates,Emirates,2011,GE,777-300ER,Jul,2007,Middle East,5,5,
5414,United Arab Emirates,Emirates,2012,GE,777-300ER,Jul,2007,Middle East,1,1,
5415,United Arab Emirates,Emirates,2013,GE,777-300ER,Jul,2007,Middle East,1,1,
5416,United Arab Emirates,Emirates,2013,GE,777-300ER,Jul,2010,Middle East,1,1,
5417,United Arab Emirates,Emirates,2014,GE,777-300ER,Jul,2010,Middle East,11,11,
5418,United Arab Emirates,Emirates,1998,RR,777-200ER,Aug,1997,Middle East,2,2,
5419,United Arab Emirates,Emirates,,GE,777X,Nov,2011,Middle East,0,6,
5420,United Arab Emirates,Emirates,,NS,787-9,Nov,2019,Middle East,0,30,30
5421,United Arab Emirates,Emirates,2007,GE,777-200LR,Nov,2005,Middle East,3,3,
5422,United Arab Emirates,Emirates,2007,GE,777-300ER,Nov,2005,Middle East,1,1,
5423,United Arab Emirates,Emirates,2008,GE,777-200LR,Nov,2005,Middle East,5,5,
5424,United Arab Emirates,Emirates,2008,GE,777-300ER,Nov,2005,Middle East,6,6,
5425,United Arab Emirates,Emirates,2009,GE,777-200LR,Nov,2005,Middle East,2,2,
5426,United Arab Emirates,Emirates,2009,GE,777-300ER,Nov,2005,Middle East,5,5,
5427,United Arab Emirates,Emirates,2010,GE,777-300ER,Nov,2005,Middle East,1,1,
5428,United Arab Emirates,Emirates,2011,GE,777-300ER,Nov,2005,Middle East,3,3,
5429,United Arab Emirates,Emirates,2012,GE,777-300ER,Nov,2005,Middle East,5,5,
5430,United Arab Emirates,Emirates,2013,GE,777-300ER,Nov,2005,Middle East,3,3,
5431,United Arab Emirates,Emirates,2014,GE,777-300ER,Nov,2011,Middle East,1,1,
5432,United Arab Emirates,Emirates,2015,GE,777-300ER,Nov,2011,Middle East,9,9,
5433,United Arab Emirates,Emirates,2016,GE,777-300ER,Nov,2011,Middle East,16,16,
5434,United Arab Emirates,Emirates,2017,GE,777-300ER,Nov,2011,Middle East,12,12,
5435,United Arab Emirates,Emirates,2018,GE,777-300ER,Nov,2011,Middle East,6,6,
5436,United Arab Emirates,Etihad Airways,2013,GE,777-300ER,Feb,2011,Middle East,3,3,
5437,United Arab Emirates,Etihad Airways,,GE,787-9,Mar,2008,Middle East,0,4,4
5438,United Arab Emirates,Etihad Airways,,NS,787-9,Mar,2008,Middle East,0,4,
5439,United Arab Emirates,Etihad Airways,2011,GE,777-300ER,Mar,2008,Middle East,2,2,
5440,United Arab Emirates,Etihad Airways,2011,GE,777F,Mar,2008,Middle East,1,1,
5441,United Arab Emirates,Etihad Airways,2012,GE,777-300ER,Mar,2008,Middle East,4,4,
5442,United Arab Emirates,Etihad Airways,2013,GE,777-300ER,Mar,2008,Middle East,3,3,
5443,United Arab Emirates,Etihad Airways,2014,GE,787-9,Mar,2008,Middle East,1,1,
5444,United Arab Emirates,Etihad Airways,2015,GE,787-9,Mar,2008,Middle East,4,4,
5445,United Arab Emirates,Etihad Airways,2016,GE,777F,Mar,2015,Middle East,2,2,
5446,United Arab Emirates,Etihad Airways,2016,GE,787-9,Mar,2008,Middle East,5,5,
5447,United Arab Emirates,Etihad Airways,2017,GE,787-9,Mar,2008,Middle East,9,9,
5448,United Arab Emirates,Etihad Airways,2018,GE,787-9,Mar,2008,Middle East,3,3,
5449,United Arab Emirates,Etihad Airways,2019,GE,787-9,Mar,2008,Middle East,5,5,
5450,United Arab Emirates,Etihad Airways,2009,GE,777-300ER,Sep,2008,Middle East,1,1,
5451,United Arab Emirates,Etihad Airways,,GE,777X,Nov,2013,Middle East,0,25,25
5452,United Arab Emirates,Etihad Airways,,GE,787-10,Nov,2013,Middle East,0,21,21
5453,United Arab Emirates,Etihad Airways,2006,GE,777-300ER,Nov,2004,Middle East,5,5,
5454,United Arab Emirates,Etihad Airways,2018,GE,777F,Nov,2013,Middle East,1,1,
5455,United Arab Emirates,Etihad Airways,2018,GE,787-10,Nov,2013,Middle East,4,4,
5456,United Arab Emirates,Etihad Airways,2019,GE,787-10,Nov,2013,Middle East,3,3,
5457,United Arab Emirates,Etihad Airways,2020,GE,787-10,Nov,2013,Middle East,2,2,
5458,United Arab Emirates,Etihad Airways,,GE,787-9,Dec,2011,Middle East,0,7,7
5459,United Arab Emirates,Etihad Airways,2013,GE,777F,Dec,2011,Middle East,2,2,
5460,United Arab Emirates,Etihad Airways,2019,GE,787-9,Dec,2011,Middle East,3,3,
5461,United Arab Emirates,flydubai,,CF,737 MAX,Mar,2017,Middle East,0,1,1
5462,United Arab Emirates,flydubai,2009,CF,737-800,Jul,2008,Middle East,6,6,
5463,United Arab Emirates,flydubai,2010,CF,737-800,Jul,2008,Middle East,4,4,
5464,United Arab Emirates,flydubai,2011,CF,737-800,Jul,2008,Middle East,10,10,
5465,United Arab Emirates,flydubai,2012,CF,737-800,Jul,2008,Middle East,7,7,
5466,United Arab Emirates,flydubai,2013,CF,737-800,Jul,2008,Middle East,7,7,
5467,United Arab Emirates,flydubai,2014,CF,737-800,Jul,2008,Middle East,8,8,
5468,United Arab Emirates,flydubai,2015,CF,737-800,Jul,2008,Middle East,8,8,
5469,United Arab Emirates,flydubai,,CF,737 MAX,Dec,2013,Middle East,0,46,46
5470,United Arab Emirates,flydubai,,CF,737 MAX,Dec,2017,Middle East,0,175,110
5471,United Arab Emirates,flydubai,,CF,737-800,Dec,2013,Middle East,0,1,
5472,United Arab Emirates,flydubai,2016,CF,737-800,Dec,2013,Middle East,8,8,
5473,United Arab Emirates,flydubai,2017,CF,737 MAX,Dec,2013,Middle East,6,6,
5474,United Arab Emirates,flydubai,2017,CF,737-800,Dec,2013,Middle East,2,2,
5475,United Arab Emirates,flydubai,2018,CF,737 MAX,Dec,2013,Middle East,7,7,
5476,United Arab Emirates,flydubai,2019,CF,737 MAX,Dec,2013,Middle East,1,1,
5477,United Arab Emirates,flydubai,2021,CF,737 MAX,Dec,2013,Middle East,11,11,
5478,United Arab Emirates,flydubai,2022,CF,737 MAX,Dec,2013,Middle East,4,4,
5479,United Arab Emirates,LCAL,,NS,787-9,Mar,2006,Middle East,0,1,
5480,United Arab Emirates,LCAL,,NS,787-8,May,2005,Middle East,0,1,
5481,United Arab Emirates,LCAL,,NS,787-8,Jul,2007,Middle East,0,5,
5482,United Arab Emirates,LCAL,,RR,787-8,Jul,2007,Middle East,0,1,
5483,United Arab Emirates,LCAL,,NS,787-9,Dec,2005,Middle East,0,8,
5484,United Arab Emirates,National Airlines,,NS,DC-10,Jan,1973,Middle East,0,3,
5485,United Arab Emirates,National Airlines,1975,GE,DC-10,Jan,1973,Middle East,4,4,
5486,United Arab Emirates,National Airlines,1967,PW,727,Feb,1966,Middle East,3,3,
5487,United Arab Emirates,National Airlines,1967,PW,DC-8,Feb,1966,Middle East,1,1,
5488,United Arab Emirates,National Airlines,1968,PW,727,Feb,1966,Middle East,22,22,
5489,United Arab Emirates,National Airlines,1970,PW,747-100,Feb,1967,Middle East,2,2,
5490,United Arab Emirates,National Airlines,1973,GE,DC-10,Feb,1971,Middle East,2,2,
5491,United Arab Emirates,National Airlines,1980,GE,DC-10,Feb,1979,Middle East,1,1,
5492,United Arab Emirates,National Airlines,,PW,DC-8,Apr,1961,Middle East,0,1,
5493,United Arab Emirates,National Airlines,1962,PW,DC-8,Apr,1961,Middle East,6,6,
5494,United Arab Emirates,National Airlines,1966,PW,727,May,1965,Middle East,3,3,
5495,United Arab Emirates,National Airlines,1961,PW,DC-8,Jun,1961,Middle East,1,1,
5496,United Arab Emirates,National Airlines,1965,PW,727,Jul,1964,Middle East,3,3,
5497,United Arab Emirates,National Airlines,1968,PW,DC-8,Oct,1966,Middle East,1,1,
5498,United Arab Emirates,National Airlines,1971,GE,DC-10,Oct,1969,Middle East,3,3,
5499,United Arab Emirates,National Airlines,1972,GE,DC-10,Oct,1969,Middle East,6,6,
5500,United Arab Emirates,National Airlines,1964,PW,727,Nov,1963,Middle East,4,4,
5501,United Arab Emirates,National Airlines,1965,PW,727,Nov,1963,Middle East,3,3,
5502,United Arab Emirates,National Airlines,1960,PW,DC-8,Dec,1955,Middle East,3,3,
5503,United Arab Emirates,Novus Aviation Capital,2020,GE,777-300ER,Nov,2018,Middle East,2,2,
5504,United Arab Emirates,Novus Aviation Capital,2021,GE,777-300ER,Nov,2018,Middle East,1,1,
5505,United Arab Emirates,Novus Aviation Capital,2021,GE,777-300ER,Dec,2018,Middle East,1,1,
5506,United Arab Emirates,Presidential Flight,1978,PW,737-200,Oct,1977,Middle East,1,1,
5507,United Arab Emirates,Presidential Flight,1999,GE,747-400,Nov,1999,Middle East,1,1,
5508,United Arab Emirates,Presidential Flight,1999,GE,767-300ER,Nov,1999,Middle East,1,1,
5509,United Arab Emirates,Presidential Flight,1989,RR,747-100,Dec,1989,Middle East,1,1,
5510,United Arab Emirates,RAK Airways,,CF,737-800,Feb,2008,Middle East,0,4,
5511,United Kingdom,AB Airlines,,CF,737-700,May,1998,Europe,0,6,
5512,United Kingdom,Air Europe,1980,PW,737-200,Mar,1980,Europe,2,2,
5513,United Kingdom,Air Europe,,NS,737-400,Apr,1988,Europe,0,7,
5514,United Kingdom,Air Europe,,NS,757-200,Apr,1988,Europe,0,1,
5515,United Kingdom,Air Europe,,RR,757-200,Apr,1988,Europe,0,13,
5516,United Kingdom,Air Europe,1989,RR,757-200,Apr,1988,Europe,2,2,
5517,United Kingdom,Air Europe,1990,CF,737-400,Apr,1988,Europe,1,1,
5518,United Kingdom,Air Europe,1990,RR,757-200,Apr,1988,Europe,4,4,
5519,United Kingdom,Air Europe,1991,RR,757-200,Apr,1988,Europe,1,1,
5520,United Kingdom,Air Europe,1985,RR,757-200,May,1984,Europe,1,1,
5521,United Kingdom,Air Europe,1979,PW,737-200,Jun,1978,Europe,3,3,
5522,United Kingdom,Air Europe,1981,PW,737-200,Jun,1980,Europe,1,1,
5523,United Kingdom,Air Europe,1982,PW,737-200,Jun,1980,Europe,1,1,
5524,United Kingdom,Air Europe,1988,CF,737-300,Jun,1987,Europe,2,2,
5525,United Kingdom,Air Europe,1988,RR,757-200,Jun,1987,Europe,5,5,
5526,United Kingdom,Air Europe,1989,CF,737-400,Jun,1987,Europe,5,5,
5527,United Kingdom,Air Europe,1983,RR,757-200,Jul,1982,Europe,1,1,
5528,United Kingdom,Air Europe,1984,RR,757-200,Jul,1982,Europe,1,1,
5529,United Kingdom,Air Europe,1987,CF,737-300,Sep,1985,Europe,4,4,
5530,United Kingdom,Air Europe,,NS,MD-11,Dec,1988,Europe,0,6,
5531,United Kingdom,BDS UK P-8,2020,CF,737-800A,Jan,2018,Europe,3,3,
5532,United Kingdom,BDS UK P-8,2021,CF,737-800A,Jan,2019,Europe,4,4,
5533,United Kingdom,BDS UK P-8,2019,CF,737-800A,Mar,2017,Europe,2,2,
5534,United Kingdom,British Airtours,1980,PW,737-200,Dec,1978,Europe,6,6,
5535,United Kingdom,British Airtours,1981,PW,737-200,Dec,1978,Europe,3,3,
5536,United Kingdom,British Airways,1965,PW,707/720,Jan,1965,Europe,2,2,
5537,United Kingdom,British Airways,1971,PW,707/720,Jan,1970,Europe,2,2,
5538,United Kingdom,British Airways,1993,RR,767-300ER,Jan,1991,Europe,4,4,
5539,United Kingdom,British Airways,1994,RR,767-300ER,Jan,1991,Europe,1,1,
5540,United Kingdom,British Airways,1973,PW,747-100,Feb,1973,Europe,2,2,
5541,United Kingdom,British Airways,1974,PW,747-100,Feb,1974,Europe,1,1,
5542,United Kingdom,British Airways,1975,PW,747-100,Feb,1974,Europe,1,1,
5543,United Kingdom,British Airways,1985,RR,757-200,Feb,1985,Europe,3,3,
5544,United Kingdom,British Airways,1986,RR,757-200,Feb,1986,Europe,1,1,
5545,United Kingdom,British Airways,1987,RR,747-200,Feb,1986,Europe,2,2,
5546,United Kingdom,British Airways,1987,RR,757-200,Feb,1986,Europe,1,1,
5547,United Kingdom,British Airways,1987,RR,757-200,Feb,1987,Europe,1,1,
5548,United Kingdom,British Airways,1988,RR,747-200,Feb,1987,Europe,1,1,
5549,United Kingdom,British Airways,1988,RR,757-200,Feb,1987,Europe,2,2,
5550,United Kingdom,British Airways,1989,RR,757-200,Feb,1988,Europe,2,2,
5551,United Kingdom,British Airways,,GE,777X,Mar,2019,Europe,0,18,18
5552,United Kingdom,British Airways,1997,RR,757-200,Mar,1997,Europe,1,1,
5553,United Kingdom,British Airways,1998,RR,757-200,Mar,1997,Europe,2,2,
5554,United Kingdom,British Airways,2009,RR,777-200ER,Mar,2007,Europe,4,4,
5555,United Kingdom,British Airways,1980,RR,747-200,Apr,1979,Europe,1,1,
5556,United Kingdom,British Airways,1982,RR,747-200,Apr,1982,Europe,1,1,
5557,United Kingdom,British Airways,1985,PW,737-200,Apr,1984,Europe,2,2,
5558,United Kingdom,British Airways,1988,RR,757-200,Apr,1987,Europe,3,3,
5559,United Kingdom,British Airways,1962,RR,707/720,May,1961,Europe,2,2,
5560,United Kingdom,British Airways,1963,RR,707/720,May,1961,Europe,2,2,
5561,United Kingdom,British Airways,1970,PW,707/720,May,1969,Europe,2,2,
5562,United Kingdom,British Airways,1991,RR,747-400,May,1988,Europe,1,1,
5563,United Kingdom,British Airways,1968,PW,707/720,Jun,1968,Europe,1,1,
5564,United Kingdom,British Airways,1976,PW,747-100,Jun,1975,Europe,1,1,
5565,United Kingdom,British Airways,1977,RR,747-200,Jun,1975,Europe,3,3,
5566,United Kingdom,British Airways,1978,RR,747-200,Jun,1975,Europe,1,1,
5567,United Kingdom,British Airways,1982,RR,747-200,Jun,1980,Europe,1,1,
5568,United Kingdom,British Airways,1983,RR,747-200,Jun,1980,Europe,1,1,
5569,United Kingdom,British Airways,1984,RR,747-200,Jun,1980,Europe,1,1,
5570,United Kingdom,British Airways,1987,RR,747-200,Jun,1986,Europe,1,1,
5571,United Kingdom,British Airways,1998,GE,777-200ER,Jun,1997,Europe,1,1,
5572,United Kingdom,British Airways,1998,RR,767-300ER,Jun,1997,Europe,3,3,
5573,United Kingdom,British Airways,1999,GE,777-200ER,Jun,1997,Europe,4,4,
5574,United Kingdom,British Airways,,RR,747-400,Jul,1990,Europe,0,1,
5575,United Kingdom,British Airways,1968,PW,707/720,Jul,1967,Europe,1,1,
5576,United Kingdom,British Airways,1971,PW,747-100,Jul,1968,Europe,2,2,
5577,United Kingdom,British Airways,1972,PW,747-100,Jul,1968,Europe,3,3,
5578,United Kingdom,British Airways,1973,PW,747-100,Jul,1972,Europe,1,1,
5579,United Kingdom,British Airways,1978,RR,747-200,Jul,1976,Europe,2,2,
5580,United Kingdom,British Airways,1980,PW,737-200,Jul,1978,Europe,18,18,
5581,United Kingdom,British Airways,1981,PW,737-200,Jul,1978,Europe,1,1,
5582,United Kingdom,British Airways,1992,RR,747-400,Jul,1990,Europe,4,4,
5583,United Kingdom,British Airways,1993,RR,747-400,Jul,1990,Europe,3,3,
5584,United Kingdom,British Airways,1994,RR,747-400,Jul,1990,Europe,4,4,
5585,United Kingdom,British Airways,1995,RR,747-400,Jul,1990,Europe,2,2,
5586,United Kingdom,British Airways,1996,RR,747-400,Jul,1990,Europe,2,2,
5587,United Kingdom,British Airways,1997,RR,747-400,Jul,1990,Europe,3,3,
5588,United Kingdom,British Airways,1998,RR,747-400,Jul,1990,Europe,5,5,
5589,United Kingdom,British Airways,2014,GE,777-300ER,Jul,2012,Europe,2,2,
5590,United Kingdom,British Airways,,NS,757-200,Aug,1978,Europe,0,2,
5591,United Kingdom,British Airways,1967,PW,707/720,Aug,1966,Europe,1,1,
5592,United Kingdom,British Airways,1970,PW,747-100,Aug,1966,Europe,3,3,
5593,United Kingdom,British Airways,1971,PW,747-100,Aug,1966,Europe,3,3,
5594,United Kingdom,British Airways,1983,RR,757-200,Aug,1978,Europe,8,8,
5595,United Kingdom,British Airways,1984,RR,757-200,Aug,1978,Europe,4,4,
5596,United Kingdom,British Airways,1985,RR,757-200,Aug,1978,Europe,5,5,
